time (UTC),mass_concentration_of_chlorophyll_in_sea_water (kg m-3),chlorophyll_fluorescence (RFU),sea_water_electrical_conductivity (S m-1),mass_concentration_of_oxygen_in_sea_water (kg m-3),oxidation_reduction_potential (mV),sea_water_ph_reported_on_total_scale (1),mass_concentration_of_blue_green_algae_in_sea_water (ug L-1),mass_concentration_of_blue_green_algae_in_sea_water_rfu (RFU),sea_water_turbidity (1),sea_water_temperature (K),platform
2022-03-06T22:35:00Z,4.00E-07,0.1,0.0315,0.01438,220,8.06,0,0.8,1.85,276.0222222,1
2022-03-06T22:40:00Z,3.00E-07,0.1,0.0319,0.01438,220,8.06,0,0.8,2.11,276.0333333,1
2022-03-06T22:45:00Z,3.00E-07,0.1,0.0323,0.01438,220,8.06,0,0.8,1.89,276.0555556,1
2022-03-06T22:50:00Z,4.00E-07,0.1,0.0327,0.01438,220,8.06,0,0.8,1.89,276.0722222,1
2022-03-06T22:55:00Z,4.00E-07,0.1,0.0332,0.01438,220,8.07,0,0.8,1.91,276.0944444,1
2022-03-06T23:00:00Z,4.00E-07,0.2,0.0336,0.01438,220,8.07,0,0.8,1.92,276.1111111,1
2022-03-06T23:05:00Z,5.00E-07,0.2,0.034,0.01438,220,8.07,0,0.8,1.94,276.1277778,1
2022-03-06T23:10:00Z,4.00E-07,0.2,0.0344,0.01437,220,8.08,0,0.8,1.96,276.15,1
2022-03-06T23:15:00Z,4.00E-07,0.2,0.0346,0.01436,219,8.08,0,0.8,2,276.1611111,1
2022-03-06T23:20:00Z,5.00E-07,0.2,0.0347,0.01436,219,8.08,0,0.8,1.96,276.1777778,1
2022-03-06T23:25:00Z,5.00E-07,0.2,0.0347,0.01437,219,8.08,0,0.8,1.97,276.2,1
2022-03-06T23:30:00Z,4.00E-07,0.2,0.0346,0.01437,219,8.08,0,0.8,1.97,276.2166667,1
2022-03-06T23:35:00Z,4.00E-07,0.2,0.0344,0.01437,219,8.09,0,0.8,2.05,276.2333333,1
2022-03-06T23:40:00Z,4.00E-07,0.1,0.0341,0.01438,219,8.09,0,0.8,1.95,276.25,1
2022-03-06T23:45:00Z,4.00E-07,0.1,0.0338,0.01438,220,8.09,0,0.8,2.15,276.2722222,1
2022-03-06T23:50:00Z,4.00E-07,0.1,0.0334,0.01437,220,8.09,0,0.8,1.9,276.2944444,1
2022-03-06T23:55:00Z,4.00E-07,0.1,0.033,0.01438,220,8.09,0,0.8,1.89,276.3222222,1
2022-03-07T00:00:00Z,4.00E-07,0.1,0.0327,0.01438,220,8.09,0,0.8,1.85,276.3388889,1
2022-03-07T00:05:00Z,4.00E-07,0.1,0.0324,0.01437,220,8.09,0,0.8,1.88,276.35,1
2022-03-07T00:10:00Z,5.00E-07,0.2,0.0321,0.01437,220,8.09,0,0.8,1.85,276.3611111,1
2022-03-07T00:15:00Z,3.00E-07,0.1,0.0319,0.01437,220,8.09,0,0.8,1.9,276.3722222,1
2022-03-07T00:20:00Z,4.00E-07,0.1,0.0316,0.01437,220,8.09,0,0.8,1.81,276.3833333,1
2022-03-07T00:25:00Z,4.00E-07,0.2,0.0313,0.01437,220,8.09,0,0.8,1.91,276.3888889,1
2022-03-07T00:30:00Z,4.00E-07,0.1,0.0311,0.01437,221,8.09,0,0.8,1.93,276.3944444,1
2022-03-07T00:35:00Z,4.00E-07,0.1,0.0308,0.01437,221,8.09,0,0.8,1.93,276.4,1
2022-03-07T00:40:00Z,4.00E-07,0.1,0.0305,0.01437,221,8.09,0,0.8,1.9,276.4,1
2022-03-07T00:45:00Z,3.00E-07,0.1,0.0301,0.01438,221,8.09,0,0.8,1.89,276.4055556,1
2022-03-07T00:50:00Z,4.00E-07,0.1,0.0299,0.01438,221,8.09,0,0.8,1.86,276.4222222,1
2022-03-07T00:55:00Z,3.00E-07,0.1,0.0296,0.01438,221,8.09,0,0.8,1.86,276.3888889,1
2022-03-07T01:00:00Z,3.00E-07,0.1,0.0293,0.01438,221,8.09,0,0.8,1.84,276.3833333,1
2022-03-07T01:05:00Z,4.00E-07,0.1,0.0291,0.01438,221,8.08,0,0.8,1.83,276.3833333,1
2022-03-07T01:10:00Z,3.00E-07,0.1,0.0288,0.01437,221,8.08,0,0.8,1.83,276.3833333,1
2022-03-07T01:15:00Z,3.00E-07,0.1,0.0285,0.01438,221,8.08,0,0.8,1.84,276.3777778,1
2022-03-07T01:20:00Z,2.00E-07,0.1,0.0283,0.01438,221,8.08,0,0.8,1.9,276.3888889,1
2022-03-07T01:25:00Z,3.00E-07,0.1,0.028,0.01438,222,8.08,0,0.8,1.93,276.3944444,1
2022-03-07T01:30:00Z,3.00E-07,0.1,0.0278,0.01438,222,8.08,0,0.8,1.88,276.4,1
2022-03-07T01:35:00Z,3.00E-07,0.1,0.0276,0.01439,222,8.08,0,0.8,1.93,276.4,1
2022-03-07T01:40:00Z,3.00E-07,0.1,0.0274,0.01439,222,8.08,0,0.8,1.95,276.4,1
2022-03-07T01:45:00Z,3.00E-07,0.1,0.0273,0.01438,222,8.08,0,0.8,1.88,276.4166667,1
2022-03-07T01:50:00Z,4.00E-07,0.1,0.0272,0.01438,222,8.08,0,0.8,1.85,276.4166667,1
2022-03-07T01:55:00Z,3.00E-07,0.1,0.0272,0.01437,222,8.08,0,0.8,1.9,276.4222222,1
2022-03-07T02:00:00Z,3.00E-07,0.1,0.0271,0.01438,222,8.08,0,0.8,1.84,276.4277778,1
2022-03-07T02:05:00Z,3.00E-07,0.1,0.0272,0.01438,222,8.08,0,0.8,1.85,276.4277778,1
2022-03-07T02:10:00Z,3.00E-07,0.1,0.0275,0.01437,222,8.08,0,0.8,1.89,276.4333333,1
2022-03-07T02:15:00Z,3.00E-07,0.1,0.0278,0.01437,222,8.08,0,0.8,1.88,276.4388889,1
2022-03-07T02:20:00Z,4.00E-07,0.1,0.028,0.01437,222,8.08,0,0.8,1.91,276.4388889,1
2022-03-07T02:25:00Z,4.00E-07,0.1,0.0281,0.01437,222,8.08,0,0.8,1.94,276.45,1
2022-03-07T02:30:00Z,3.00E-07,0.1,0.0281,0.01438,222,8.09,0,0.8,1.91,276.45,1
2022-03-07T02:35:00Z,3.00E-07,0.1,0.0281,0.01437,222,8.09,0,0.8,2.01,276.4555556,1
2022-03-07T02:40:00Z,3.00E-07,0.1,0.0279,0.01437,222,8.09,0,0.8,1.9,276.4611111,1
2022-03-07T02:45:00Z,3.00E-07,0.1,0.0278,0.01437,222,8.09,0,0.8,1.89,276.4611111,1
2022-03-07T02:50:00Z,3.00E-07,0.1,0.0276,0.01436,222,8.09,0,0.8,1.85,276.4555556,1
2022-03-07T02:55:00Z,3.00E-07,0.1,0.0275,0.01436,222,8.09,0,0.8,1.88,276.4555556,1
2022-03-07T03:00:00Z,3.00E-07,0.1,0.0274,0.01437,222,8.09,0,0.8,1.94,276.4611111,1
2022-03-07T03:05:00Z,4.00E-07,0.1,0.0274,0.01435,222,8.09,0,0.8,1.93,276.4555556,1
2022-03-07T03:10:00Z,3.00E-07,0.1,0.0274,0.01433,222,8.09,0,0.8,1.97,276.4555556,1
2022-03-07T08:00:00Z,3.00E-07,0.1,0.0299,0.01427,221,8.07,0,0.8,2.2,276.4166667,1
2022-03-07T08:05:00Z,4.00E-07,0.2,0.0299,0.01428,221,8.08,0,0.8,2.19,276.4166667,1
2022-03-07T08:10:00Z,4.00E-07,0.2,0.0298,0.01427,221,8.07,0,0.8,2.2,276.4166667,1
2022-03-07T08:15:00Z,4.00E-07,0.1,0.0298,0.01426,221,8.07,0,0.8,2.2,276.4166667,1
2022-03-07T08:20:00Z,4.00E-07,0.1,0.0297,0.01426,221,8.07,0,0.8,2.19,276.4222222,1
2022-03-07T08:25:00Z,4.00E-07,0.2,0.0296,0.01427,221,8.07,0,0.8,2.2,276.4166667,1
2022-03-07T08:30:00Z,4.00E-07,0.2,0.0295,0.01427,221,8.07,0,0.8,2.21,276.4166667,1
2022-03-07T08:35:00Z,3.00E-07,0.1,0.0293,0.01427,221,8.07,0,0.8,2.21,276.4222222,1
2022-03-07T08:40:00Z,5.00E-07,0.2,0.0292,0.01426,221,8.07,0,0.8,2.23,276.4277778,1
2022-03-07T08:45:00Z,4.00E-07,0.1,0.0291,0.01426,221,8.08,0,0.8,2.3,276.4277778,1
2022-03-07T08:50:00Z,4.00E-07,0.2,0.029,0.01426,221,8.08,0,0.8,2.32,276.4388889,1
2022-03-07T08:55:00Z,4.00E-07,0.1,0.0289,0.01426,222,8.07,0,0.8,2.27,276.45,1
2022-03-07T09:00:00Z,3.00E-07,0.1,0.0288,0.01425,222,8.08,0,0.8,2.29,276.4555556,1
2022-03-07T09:05:00Z,4.00E-07,0.1,0.0287,0.01426,222,8.08,0,0.8,2.26,276.4611111,1
2022-03-07T09:10:00Z,4.00E-07,0.2,0.0286,0.01426,222,8.08,0,0.8,2.2,276.4666667,1
2022-03-07T09:15:00Z,4.00E-07,0.1,0.0286,0.01427,222,8.08,0,0.8,2.3,276.4666667,1
2022-03-07T09:20:00Z,4.00E-07,0.1,0.0285,0.01427,222,8.08,0,0.8,2.25,276.4777778,1
2022-03-07T09:25:00Z,3.00E-07,0.1,0.0285,0.01427,222,8.08,0,0.8,2.26,276.4777778,1
2022-03-07T09:30:00Z,4.00E-07,0.2,0.0286,0.01428,222,8.08,0,0.8,2.26,276.4888889,1
2022-03-07T09:35:00Z,4.00E-07,0.2,0.0287,0.01429,222,8.08,0,0.8,2.2,276.4944444,1
2022-03-07T09:40:00Z,4.00E-07,0.1,0.0289,0.01428,222,8.08,0,0.8,2.23,276.5,1
2022-03-07T09:45:00Z,5.00E-07,0.2,0.0291,0.01428,222,8.08,0,0.8,2.47,276.5111111,1
2022-03-07T09:50:00Z,4.00E-07,0.1,0.0293,0.01428,222,8.08,0,0.8,2.52,276.5166667,1
2022-03-07T09:55:00Z,4.00E-07,0.1,0.0296,0.01429,221,8.08,0,0.8,2.36,276.5333333,1
2022-03-07T10:00:00Z,3.00E-07,0.1,0.0299,0.01428,221,8.08,0,0.8,2.34,276.5444444,1
2022-03-07T10:05:00Z,5.00E-07,0.2,0.0302,0.01429,221,8.09,0,0.8,2.29,276.5611111,1
2022-03-07T10:10:00Z,4.00E-07,0.2,0.0304,0.01429,221,8.09,0,0.8,2.26,276.5777778,1
2022-03-07T10:15:00Z,4.00E-07,0.1,0.0308,0.01428,221,8.09,0,0.8,2.35,276.5944444,1
2022-03-07T10:20:00Z,4.00E-07,0.2,0.0312,0.01428,221,8.09,0,0.8,2.32,276.6,1
2022-03-07T10:25:00Z,5.00E-07,0.2,0.0316,0.01428,221,8.09,0,0.8,2.52,276.5888889,1
2022-03-07T10:30:00Z,4.00E-07,0.2,0.0319,0.01428,221,8.09,0,0.8,2.45,276.5888889,1
2022-03-07T10:35:00Z,4.00E-07,0.2,0.0324,0.01427,221,8.09,0,0.8,2.49,276.5944444,1
2022-03-07T10:40:00Z,4.00E-07,0.2,0.0327,0.01426,220,8.09,0,0.8,2.43,276.6055556,1
2022-03-07T10:45:00Z,5.00E-07,0.2,0.0331,0.01426,220,8.1,0,0.8,2.49,276.6166667,1
2022-03-07T10:50:00Z,4.00E-07,0.2,0.0334,0.01425,220,8.1,0,0.8,2.59,276.6277778,1
2022-03-07T10:55:00Z,5.00E-07,0.2,0.0337,0.01426,220,8.1,0,0.8,2.55,276.6444444,1
2022-03-07T11:00:00Z,6.00E-07,0.2,0.034,0.01425,220,8.1,0,0.8,2.58,276.6666667,1
2022-03-07T11:05:00Z,5.00E-07,0.2,0.0342,0.01424,220,8.1,0,0.8,2.53,276.6833333,1
2022-03-07T11:10:00Z,5.00E-07,0.2,0.0344,0.01424,220,8.1,0,0.8,2.55,276.7,1
2022-03-07T11:15:00Z,4.00E-07,0.2,0.0346,0.01423,220,8.11,0,0.8,2.48,276.7222222,1
2022-03-07T11:20:00Z,6.00E-07,0.2,0.0347,0.01423,220,8.11,0,0.8,2.75,276.7388889,1
2022-03-07T11:25:00Z,5.00E-07,0.2,0.0348,0.01423,220,8.1,0,0.8,2.48,276.7555556,1
2022-03-07T11:30:00Z,5.00E-07,0.2,0.0349,0.01423,220,8.11,0,0.8,2.44,276.7666667,1
2022-03-07T11:35:00Z,5.00E-07,0.2,0.035,0.01422,219,8.11,0,0.8,2.46,276.7777778,1
2022-03-07T11:40:00Z,5.00E-07,0.2,0.0351,0.01422,220,8.11,0,0.8,2.46,276.7888889,1
2022-03-07T11:45:00Z,5.00E-07,0.2,0.0351,0.01422,219,8.11,0,0.8,2.48,276.8,1
2022-03-07T11:50:00Z,6.00E-07,0.2,0.0351,0.01421,220,8.11,0,0.8,2.52,276.8055556,1
2022-03-07T11:55:00Z,5.00E-07,0.2,0.0352,0.0142,219,8.11,0,0.8,2.57,276.8222222,1
2022-03-07T12:00:00Z,5.00E-07,0.2,0.0352,0.01422,219,8.11,0,0.8,2.56,276.8,1
2022-03-07T12:05:00Z,5.00E-07,0.2,0.0353,0.0142,219,8.11,0,0.8,2.59,276.8055556,1
2022-03-07T12:10:00Z,5.00E-07,0.2,0.0353,0.01421,219,8.11,0,0.8,2.57,276.8166667,1
2022-03-07T12:15:00Z,5.00E-07,0.2,0.0353,0.01421,219,8.12,0,0.8,2.72,276.8222222,1
2022-03-07T12:20:00Z,5.00E-07,0.2,0.0353,0.0142,219,8.12,0,0.8,2.57,276.8388889,1
2022-03-07T12:25:00Z,5.00E-07,0.2,0.0353,0.01421,219,8.12,0,0.8,2.54,276.8555556,1
2022-03-07T12:30:00Z,6.00E-07,0.2,0.0353,0.01421,219,8.12,0,0.8,2.54,276.8666667,1
2022-03-07T12:35:00Z,5.00E-07,0.2,0.0353,0.01421,219,8.12,0,0.8,2.57,276.8888889,1
2022-03-07T12:40:00Z,5.00E-07,0.2,0.0352,0.0142,219,8.12,0,0.8,2.49,276.9,1
2022-03-07T12:45:00Z,5.00E-07,0.2,0.0351,0.0142,219,8.12,0,0.8,2.5,276.9055556,1
2022-03-07T12:50:00Z,6.00E-07,0.2,0.0351,0.0142,219,8.13,0,0.8,2.46,276.9166667,1
2022-03-07T12:55:00Z,5.00E-07,0.2,0.0349,0.0142,219,8.12,0,0.8,2.4,276.9222222,1
2022-03-07T13:00:00Z,5.00E-07,0.2,0.0348,0.0142,219,8.13,0,0.8,2.38,276.9222222,1
2022-03-07T13:05:00Z,6.00E-07,0.2,0.0346,0.01421,219,8.12,0,0.8,2.34,276.9277778,1
2022-03-07T13:10:00Z,5.00E-07,0.2,0.0344,0.01421,219,8.12,0,0.8,2.35,276.9222222,1
2022-03-07T13:15:00Z,5.00E-07,0.2,0.0342,0.0142,220,8.12,0,0.8,2.31,276.9166667,1
2022-03-07T13:20:00Z,4.00E-07,0.1,0.034,0.0142,220,8.12,0,0.8,2.25,276.9166667,1
2022-03-07T13:25:00Z,5.00E-07,0.2,0.0338,0.01421,220,8.12,0,0.8,2.29,276.9166667,1
2022-03-07T13:30:00Z,5.00E-07,0.2,0.0335,0.0142,220,8.12,0,0.8,2.34,276.9111111,1
2022-03-07T13:35:00Z,5.00E-07,0.2,0.0333,0.01422,220,8.12,0,0.8,2.28,276.8888889,1
2022-03-07T13:40:00Z,5.00E-07,0.2,0.0331,0.01421,220,8.11,0,0.8,2.27,276.8888889,1
2022-03-07T13:45:00Z,4.00E-07,0.1,0.033,0.01421,220,8.11,0,0.8,2.25,276.8777778,1
2022-03-07T13:50:00Z,5.00E-07,0.2,0.0328,0.01421,220,8.11,0,0.8,2.21,276.8722222,1
2022-03-07T13:55:00Z,4.00E-07,0.2,0.0326,0.01421,220,8.11,0,0.8,2.2,276.8666667,1
2022-03-07T14:00:00Z,4.00E-07,0.2,0.0325,0.01421,220,8.11,0,0.8,2.18,276.8555556,1
2022-03-07T14:05:00Z,4.00E-07,0.2,0.0324,0.01421,220,8.11,0,0.8,2.17,276.85,1
2022-03-07T14:10:00Z,5.00E-07,0.2,0.0322,0.0142,220,8.11,0,0.8,2.13,276.8388889,1
2022-03-07T14:15:00Z,5.00E-07,0.2,0.0321,0.0142,220,8.1,0,0.8,2.12,276.8444444,1
2022-03-07T14:20:00Z,5.00E-07,0.2,0.032,0.01421,220,8.1,0,0.8,2.13,276.8555556,1
2022-03-07T14:25:00Z,4.00E-07,0.2,0.0319,0.01421,220,8.1,0,0.8,2.18,276.85,1
2022-03-07T14:30:00Z,4.00E-07,0.2,0.0318,0.0142,221,8.1,0,0.8,2.09,276.8388889,1
2022-03-07T14:35:00Z,4.00E-07,0.2,0.0317,0.01421,220,8.1,0,0.8,2.11,276.8222222,1
2022-03-07T14:40:00Z,4.00E-07,0.2,0.0316,0.01421,221,8.1,0,0.8,2.1,276.8166667,1
2022-03-07T14:45:00Z,4.00E-07,0.1,0.0315,0.01421,221,8.1,0,0.8,2.13,276.8055556,1
2022-03-07T14:50:00Z,4.00E-07,0.1,0.0314,0.01421,221,8.1,0,0.8,2.05,276.8,1
2022-03-07T14:55:00Z,4.00E-07,0.2,0.0314,0.01422,221,8.1,0,0.8,2.02,276.7944444,1
2022-03-07T15:00:00Z,5.00E-07,0.2,0.0313,0.01422,221,8.1,0,0.8,2.04,276.7944444,1
2022-03-07T15:05:00Z,4.00E-07,0.2,0.0312,0.0142,221,8.1,0,0.8,2.04,276.7944444,1
2022-03-07T15:10:00Z,4.00E-07,0.2,0.0312,0.01421,221,8.1,0,0.8,2.02,276.7944444,1
2022-03-07T15:15:00Z,4.00E-07,0.1,0.0312,0.01421,221,8.1,0,0.8,1.96,276.8,1
2022-03-07T15:20:00Z,4.00E-07,0.1,0.0312,0.01421,221,8.1,0,0.8,2.01,276.8111111,1
2022-03-07T15:25:00Z,4.00E-07,0.1,0.0311,0.01421,221,8.1,0,0.8,2.04,276.8222222,1
2022-03-07T15:30:00Z,4.00E-07,0.2,0.0311,0.0142,221,8.1,0,0.8,2,276.8277778,1
2022-03-07T15:35:00Z,4.00E-07,0.2,0.0311,0.0142,221,8.1,0,0.8,2.03,276.8333333,1
2022-03-07T15:40:00Z,4.00E-07,0.1,0.031,0.0142,221,8.1,0,0.8,1.98,276.8333333,1
2022-03-07T15:45:00Z,5.00E-07,0.2,0.031,0.01419,221,8.1,0,0.8,2,276.8333333,1
2022-03-07T15:50:00Z,4.00E-07,0.2,0.0309,0.0142,221,8.1,0,0.8,1.98,276.8388889,1
2022-03-07T15:55:00Z,4.00E-07,0.2,0.0309,0.0142,221,8.1,0,0.8,2.04,276.8444444,1
2022-03-07T16:00:00Z,4.00E-07,0.2,0.0309,0.0142,221,8.1,0,0.8,2,276.85,1
2022-03-07T16:05:00Z,3.00E-07,0.1,0.0308,0.0142,221,8.1,0,0.7,2.04,276.85,1
2022-03-07T16:10:00Z,3.00E-07,0.1,0.0308,0.01419,221,8.1,0,0.8,2.01,276.85,1
2022-03-07T16:15:00Z,4.00E-07,0.2,0.0307,0.0142,221,8.1,0,0.8,2.05,276.85,1
2022-03-07T16:20:00Z,4.00E-07,0.1,0.0306,0.0142,221,8.1,0,0.8,1.98,276.85,1
2022-03-07T16:25:00Z,3.00E-07,0.1,0.0305,0.0142,221,8.1,0,0.8,2.03,276.8444444,1
2022-03-07T16:30:00Z,4.00E-07,0.2,0.0305,0.01421,221,8.09,0,0.8,1.95,276.8444444,1
2022-03-07T16:35:00Z,4.00E-07,0.1,0.0303,0.0142,221,8.09,0,0.8,1.97,276.8388889,1
2022-03-07T16:40:00Z,3.00E-07,0.1,0.0303,0.0142,221,8.09,0,0.8,2.04,276.8333333,1
2022-03-07T16:45:00Z,4.00E-07,0.1,0.0301,0.0142,221,8.09,0,0.8,1.99,276.8222222,1
2022-03-07T16:50:00Z,3.00E-07,0.1,0.03,0.01419,221,8.09,0,0.8,1.93,276.8111111,1
2022-03-07T16:55:00Z,3.00E-07,0.1,0.03,0.0142,221,8.09,0,0.8,1.98,276.8055556,1
2022-03-07T17:00:00Z,4.00E-07,0.1,0.0298,0.0142,221,8.09,0,0.8,1.91,276.8055556,1
2022-03-07T17:05:00Z,4.00E-07,0.1,0.0297,0.0142,221,8.09,0,0.8,1.91,276.8055556,1
2022-03-07T17:10:00Z,4.00E-07,0.1,0.0296,0.01421,221,8.09,0,0.8,1.96,276.8,1
2022-03-07T17:15:00Z,3.00E-07,0.1,0.0296,0.01421,221,8.09,0,0.8,1.94,276.8,1
2022-03-07T17:20:00Z,4.00E-07,0.1,0.0296,0.0142,221,8.09,0,0.8,1.93,276.8,1
2022-03-07T17:25:00Z,4.00E-07,0.1,0.0296,0.01421,221,8.09,0,0.8,1.97,276.8055556,1
2022-03-07T17:30:00Z,4.00E-07,0.1,0.0296,0.01428,221,8.09,0,0.8,2.07,276.8888889,1
2022-03-07T17:35:00Z,4.00E-07,0.2,0.0295,0.01421,221,8.09,0,0.8,1.97,276.8388889,1
2022-03-07T17:40:00Z,3.00E-07,0.1,0.0295,0.0142,221,8.09,0,0.8,1.93,276.8222222,1
2022-03-07T17:45:00Z,4.00E-07,0.1,0.0296,0.0142,221,8.08,0,0.8,1.9,276.8111111,1
2022-03-07T17:50:00Z,4.00E-07,0.1,0.0297,0.01419,221,8.08,0,0.8,1.96,276.8055556,1
2022-03-07T17:55:00Z,4.00E-07,0.1,0.0296,0.01419,221,8.08,0,0.8,1.91,276.8055556,1
2022-03-07T18:00:00Z,3.00E-07,0.1,0.0296,0.01419,221,8.08,0,0.8,1.91,276.7944444,1
2022-03-07T18:05:00Z,3.00E-07,0.1,0.0296,0.0142,221,8.08,0,0.8,1.93,276.7666667,1
2022-03-07T18:10:00Z,4.00E-07,0.1,0.0295,0.0142,221,8.08,0,0.8,1.9,276.75,1
2022-03-07T18:15:00Z,3.00E-07,0.1,0.0294,0.0142,221,8.08,0,0.8,2.04,276.7388889,1
2022-03-07T18:20:00Z,3.00E-07,0.1,0.0294,0.0142,221,8.08,0,0.8,1.84,276.7277778,1
2022-03-07T18:25:00Z,4.00E-07,0.1,0.0293,0.0142,221,8.08,0,0.8,1.9,276.7277778,1
2022-03-07T18:30:00Z,4.00E-07,0.1,0.0293,0.01421,221,8.08,0,0.8,1.94,276.7388889,1
2022-03-07T18:35:00Z,4.00E-07,0.2,0.0293,0.01419,221,8.08,0,0.8,1.9,276.7555556,1
2022-03-07T18:40:00Z,4.00E-07,0.1,0.0292,0.0142,221,8.07,0,0.8,1.98,276.7555556,1
2022-03-07T18:45:00Z,4.00E-07,0.1,0.0292,0.0142,221,8.07,0,0.8,1.93,276.7611111,1
2022-03-07T18:50:00Z,4.00E-07,0.1,0.0291,0.0142,221,8.07,0,0.8,1.94,276.7666667,1
2022-03-07T18:55:00Z,4.00E-07,0.1,0.0292,0.01426,221,8.07,0,0.8,1.99,276.8388889,1
2022-03-07T19:00:00Z,4.00E-07,0.1,0.0291,0.0142,222,8.07,0,0.8,1.97,276.7944444,1
2022-03-07T19:05:00Z,3.00E-07,0.1,0.0291,0.0142,221,8.07,0,0.8,1.99,276.7777778,1
2022-03-07T19:10:00Z,4.00E-07,0.1,0.0292,0.0142,221,8.07,0,0.8,1.94,276.75,1
2022-03-07T19:15:00Z,4.00E-07,0.2,0.0294,0.01419,221,8.07,0,0.8,1.95,276.7277778,1
2022-03-07T19:20:00Z,4.00E-07,0.2,0.0294,0.0142,221,8.07,0,0.8,1.95,276.7055556,1
2022-03-07T19:25:00Z,4.00E-07,0.1,0.0295,0.0142,221,8.07,0,0.8,1.98,276.7,1
2022-03-07T19:30:00Z,4.00E-07,0.1,0.0296,0.0142,221,8.07,0,0.8,1.97,276.6888889,1
2022-03-07T19:35:00Z,4.00E-07,0.1,0.0296,0.0142,221,8.07,0,0.8,1.97,276.6888889,1
2022-03-07T19:40:00Z,4.00E-07,0.2,0.0297,0.0142,221,8.08,0,0.8,1.98,276.6833333,1
2022-03-07T19:45:00Z,4.00E-07,0.1,0.0298,0.0142,221,8.08,0,0.8,2,276.6888889,1
2022-03-07T19:50:00Z,4.00E-07,0.1,0.03,0.0142,221,8.08,0,0.8,1.99,276.6888889,1
2022-03-07T19:55:00Z,3.00E-07,0.1,0.0301,0.01419,221,8.08,0,0.8,2.04,276.6944444,1
2022-03-07T20:00:00Z,4.00E-07,0.1,0.0302,0.01419,221,8.07,0,0.8,2.09,276.6944444,1
2022-03-07T20:05:00Z,4.00E-07,0.1,0.0303,0.01418,221,8.07,0,0.8,2.1,276.6944444,1
2022-03-07T20:10:00Z,5.00E-07,0.2,0.0304,0.01418,221,8.07,0,0.8,2.15,276.6888889,1
2022-03-07T20:15:00Z,3.00E-07,0.1,0.0305,0.01417,221,8.07,0,0.8,2.18,276.6944444,1
2022-03-07T20:20:00Z,5.00E-07,0.2,0.0306,0.01417,221,8.07,0,0.8,2.21,276.6888889,1
2022-03-07T20:25:00Z,5.00E-07,0.2,0.0307,0.01417,221,8.07,0,0.8,2.36,276.6888889,1
2022-03-07T20:30:00Z,5.00E-07,0.2,0.0309,0.01417,221,8.07,0,0.8,2.31,276.6888889,1
2022-03-07T20:35:00Z,4.00E-07,0.1,0.031,0.01416,221,8.07,0,0.8,2.38,276.6944444,1
2022-03-07T20:40:00Z,4.00E-07,0.1,0.0311,0.01415,221,8.07,0,0.8,2.4,276.7055556,1
2022-03-07T20:45:00Z,5.00E-07,0.2,0.0312,0.01415,221,8.07,0,0.8,2.34,276.7166667,1
2022-03-07T20:50:00Z,5.00E-07,0.2,0.0313,0.01415,221,8.07,0,0.8,2.36,276.7166667,1
2022-03-07T20:55:00Z,4.00E-07,0.2,0.0315,0.01415,221,8.07,0,0.8,2.36,276.7277778,1
2022-03-07T21:00:00Z,5.00E-07,0.2,0.0315,0.01416,220,8.07,0,0.8,2.28,276.7222222,1
2022-03-07T21:05:00Z,4.00E-07,0.2,0.0316,0.01415,220,8.08,0,0.8,2.26,276.7277778,1
2022-03-07T21:10:00Z,5.00E-07,0.2,0.0316,0.01415,220,8.08,0,0.8,2.26,276.7277778,1
2022-03-07T21:15:00Z,5.00E-07,0.2,0.0317,0.01415,220,8.08,0,0.8,2.27,276.7277778,1
2022-03-07T21:20:00Z,5.00E-07,0.2,0.0317,0.01415,220,8.08,0,0.8,2.29,276.7277778,1
2022-03-07T21:25:00Z,5.00E-07,0.2,0.0317,0.01415,220,8.08,0,0.8,2.33,276.7277778,1
2022-03-07T21:30:00Z,5.00E-07,0.2,0.0317,0.01415,220,8.08,0,0.8,2.35,276.7277778,1
2022-03-07T21:35:00Z,5.00E-07,0.2,0.0317,0.01415,220,8.08,0,0.8,2.41,276.7277778,1
2022-03-07T21:40:00Z,5.00E-07,0.2,0.0316,0.01415,220,8.09,0,0.8,2.49,276.7333333,1
2022-03-07T21:45:00Z,5.00E-07,0.2,0.0316,0.01415,220,8.08,0,0.8,2.49,276.7388889,1
2022-03-07T21:50:00Z,5.00E-07,0.2,0.0316,0.01415,220,8.09,0,0.8,2.5,276.7388889,1
2022-03-07T21:55:00Z,5.00E-07,0.2,0.0316,0.01415,220,8.08,0,0.8,2.63,276.7388889,1
2022-03-07T22:00:00Z,5.00E-07,0.2,0.0315,0.01415,220,8.08,0,0.8,2.59,276.7444444,1
2022-03-07T22:05:00Z,5.00E-07,0.2,0.0315,0.01416,220,8.08,0,0.8,2.57,276.7388889,1
2022-03-07T22:10:00Z,5.00E-07,0.2,0.0315,0.01415,220,8.08,0,0.8,2.49,276.7444444,1
2022-03-07T22:15:00Z,5.00E-07,0.2,0.0315,0.01415,220,8.08,0,0.8,2.44,276.7444444,1
2022-03-07T22:20:00Z,5.00E-07,0.2,0.0314,0.01416,220,8.08,0,0.8,2.39,276.7444444,1
2022-03-07T22:25:00Z,5.00E-07,0.2,0.0314,0.01417,220,8.09,0,0.8,2.35,276.75,1
2022-03-07T22:30:00Z,5.00E-07,0.2,0.0313,0.01417,220,8.09,0,0.8,2.28,276.7555556,1
